source_video,colony,colony_treatment,newcomer_MC_n,newcomer_MD_n,newcomer_ratio,treatment_group,pair,tag_1,class_1,possible_original_tags_1,tag_2,class_2,possible_original_tags_2,interaction_type,cooccurrence_frames,interaction_frames
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-100,10,H,10,100,H,100,HH,19,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-2,10,H,10,2,H,2,HH,28,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-37,10,H,10,37,MC,37,HMC,75,12
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-38,10,H,10,38,MC,38,HMC,1,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-43,10,H,10,43,MD,43,HMD,86,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-44,10,H,10,44,MD,44,HMD,222,3
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-45,10,H,10,45,MD,45,HMD,35,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-46,10,H,10,46,MD,46,HMD,143,7
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-47,10,H,10,47,MD,47,HMD,113,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-48,10,H,10,48,MD,48,HMD,2,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-57,10,H,10,57,H,57,HH,7,2
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-66,10,H,10,66,H,99,HH,9,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-67,10,H,10,67,H,67,HH,76,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-68,10,H,10,68,H,89,HH,40,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-77,10,H,10,77,H,77,HH,21,6
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-79,10,H,10,79,H,79,HH,57,9
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-80,10,H,10,80,H,80,HH,100,1
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-82,10,H,10,82,H,82,HH,42,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-84,10,H,10,84,H,84,HH,23,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-85,10,H,10,85,H,85,HH,44,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-90,10,H,10,90,H,90,HH,7,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-93,10,H,10,93,H,93,HH,8,0
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-94,10,H,10,94,H,94,HH,17,6
XZ_batch1_colony1_260510_1_crop_final_with_model_head_tail_1interval,colony1,Antibiotic,3,7,MC3_MD7,Antibiotic_MC3_MD7,10-95,10,H,10,95,H,95,HH,5,0
