source_video,colony,colony_treatment,newcomer_MC_n,newcomer_MD_n,newcomer_ratio,treatment_group,pair,tag_1,class_1,possible_original_tags_1,tag_2,class_2,possible_original_tags_2,interaction_type,cooccurrence_frames,interaction_frames
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-10,1,H,1,10,H,10,HH,2385,25
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-12,1,H,1,12,H,12,HH,1632,16
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-15,1,H,1,15,H,15,HH,693,0
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-16,1,H,1,16,H,91,HH,3711,1
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-18,1,H,1,18,H,81,HH,610,2
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-2,1,H,1,2,H,2,HH,4270,101
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-20,1,H,1,20,Q,20,HQ,1469,43
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-27,1,H,1,27,MC,27,HMC,653,2
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-3,1,H,1,3,H,3,HH,438,0
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-4,1,H,1,4,H,4,HH,1166,54
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-40,1,H,1,40,MC,40,HMC,847,26
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-42,1,H,1,42,MC,42,HMC,262,4
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-44,1,H,1,44,MC,44,HMC,1703,75
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-45,1,H,1,45,MC,45,HMC,902,2
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-47,1,H,1,47,MC,47,HMC,2140,90
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-5,1,H,1,5,H,5,HH,1468,29
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-50,1,H,1,50,MC,50,HMC,111,18
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-51,1,H,1,51,MD,51,HMD,25,0
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-52,1,H,1,52,MD,52,HMD,814,48
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-58,1,H,1,58,MD,58,HMD,1314,32
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-68,1,H,1,68,H,89,HH,1517,7
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-74,1,H,1,74,H,74,HH,1349,13
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-79,1,H,1,79,H,79,HH,2826,135
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-82,1,H,1,82,H,82,HH,2169,57
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-83,1,H,1,83,H,83,HH,1691,7
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-85,1,H,1,85,H,85,HH,541,37
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-86,1,H,1,86,H,86,HH,1074,4
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-92,1,H,1,92,H,92,HH,1509,24
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-95,1,H,1,95,H,95,HH,1876,43
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,1-96,1,H,1,96,H,96,HH,677,24
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-12,10,H,10,12,H,12,HH,1902,75
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-15,10,H,10,15,H,15,HH,1366,16
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-16,10,H,10,16,H,91,HH,6570,101
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-18,10,H,10,18,H,81,HH,1241,8
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-2,10,H,10,2,H,2,HH,5365,93
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-20,10,H,10,20,Q,20,HQ,2166,13
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-27,10,H,10,27,MC,27,HMC,125,0
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-3,10,H,10,3,H,3,HH,793,18
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-4,10,H,10,4,H,4,HH,1575,84
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-40,10,H,10,40,MC,40,HMC,1182,74
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-42,10,H,10,42,MC,42,HMC,1086,43
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-44,10,H,10,44,MC,44,HMC,1722,46
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-45,10,H,10,45,MC,45,HMC,2181,9
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-47,10,H,10,47,MC,47,HMC,3427,28
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-5,10,H,10,5,H,5,HH,1825,0
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-50,10,H,10,50,MC,50,HMC,231,0
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-51,10,H,10,51,MD,51,HMD,8,0
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-52,10,H,10,52,MD,52,HMD,1411,3
XZ_batch2_colony9_260606_1_crop_final_with_model_head_tail_1interval,colony9,Sucrose,7,3,MC7_MD3,Sucrose_MC7_MD3,10-58,10,H,10,58,MD,58,HMD,2102,272
