source_video,colony,colony_treatment,newcomer_MC_n,newcomer_MD_n,newcomer_ratio,treatment_group,pair,tag_1,class_1,possible_original_tags_1,tag_2,class_2,possible_original_tags_2,interaction_type,cooccurrence_frames,interaction_frames
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-12,1,H,1,12,H,12,HH,427,14
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-13,1,H,1,13,H,13,HH,219,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-14,1,H,1,14,H,14,HH,206,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-15,1,H,1,15,H,15,HH,328,15
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-16,1,H,1,16,H,16,HH,120,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-17,1,H,1,17,H,17,HH,23,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-19,1,H,1,19,AMBIGUOUS_H_MD,"19,61",AMBIGUOUS,181,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-2,1,H,1,2,H,2,HH,76,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-20,1,H,1,20,H,20,HH,6,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-22,1,H,1,22,H,22,HH,55,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-24,1,H,1,24,H,24,HH,140,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-28,1,H,1,28,H,28,HH,55,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-29,1,H,1,29,H,29,HH,1,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-3,1,H,1,3,H,3,HH,2,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-30,1,H,1,30,H,30,HH,2,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-4,1,H,1,4,H,4,HH,288,32
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-51,1,H,1,51,MC,51,HMC,235,23
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-52,1,H,1,52,MC,52,HMC,319,1
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-54,1,H,1,54,MC,54,HMC,284,2
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-55,1,H,1,55,MC,55,HMC,39,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-56,1,H,1,56,MC,56,HMC,277,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-59,1,H,1,59,MC,59,HMC,227,0
XZ_batch1_colony6_260516_1_crop_final_with_model_head_tail_1interval,colony6,Antibiotic,7,3,MC7_MD3,Antibiotic_MC7_MD3,1-6,1,H,1,6,H,6,HH,588,0
